data,estacao,linha,n_passageiros
09/19,Sao Francisco Xavier,1,241624
09/19,Afonso Pena,1,274859
09/19,Estacio,1,246647
09/19,Praca Onze,1,191447
09/19,Central,1,1709505
09/19,Presidente Vargas,1,25885
09/19,Uruguaiana,1,1063816
09/19,Carioca,1,1482968
09/19,Cinelândia,1,902345
09/19,Gloria,1,275389
09/19,Catete,1,311319
09/19,Largo do Machado,1,681337
09/19,Flamengo,1,535014
09/19,Botafogo,1,152026
09/19,Cardeal Arcoverde,1,419827
09/19,Siqueira Campos,1,770305
09/19,Cantagalo,1,389962
09/19,Ipanema / General Osorio,1,512607
09/19,Cidade Nova,2,214983
09/19,Sao Cristovao,2,350211
09/19,Maracana,2,355735
09/19,Triagem,2,158262
09/19,Maria da Graca,2,215157
09/19,Del Castilho,2,591989
09/19,Inhauma,2,162464
09/19,Engenho da Rainha,2,16108
09/19,Tomas Coelho,2,55833
09/19,Vicente de Carvalho,2,407509
09/19,Iraja,2,34291
09/19,Colegio,2,211256
09/19,Coelho Neto,2,405097
09/19,Acari/Fazenda Botafogo,2,141227
09/19,Engenheiro Rubens Paiva,2,221532
09/19,Pavuna,2,1084949
09/19,Nossa Senhora da Paz,4,431981
09/19,Jardim de Alah,4,356418
09/19,Antero de Quental,4,511548
09/19,Sao Conrado,4,35182
09/19,Jardim Oceânico,4,1450263
10/19,Uruguai,1,657142
10/19,Saens Peña,1,721788
10/19,Sao Francisco Xavier,1,259068
10/19,Afonso Pena,1,295677
10/19,Estacio,1,260076
10/19,Praca Onze,1,201677
10/19,Central,1,1814561
10/19,Presidente Vargas,1,280365
10/19,Uruguaiana,1,1149096
10/19,Carioca,1,1595339
10/19,Cinelândia,1,990482
10/19,Gloria,1,295872
10/19,Catete,1,343885
10/19,Largo do Machado,1,745666
10/19,Flamengo,1,577775
10/19,Botafogo,1,1634778
10/19,Cardeal Arcoverde,1,473482
10/19,Siqueira Campos,1,845673
10/19,Cantagalo,1,435507
10/19,Ipanema / General Osorio,1,593409
10/19,Cidade Nova,2,228444
10/19,Sao Cristovao,2,361002
10/19,Maracana,2,373302
10/19,Triagem,2,173982
10/19,Maria da Graca,2,229333
10/19,Del Castilho,2,634967
10/19,Inhauma,2,175025
10/19,Engenho da Rainha,2,174408
10/19,Tomas Coelho,2,59916
10/19,Vicente de Carvalho,2,436233
10/19,Iraja,2,367678
10/19,Colegio,2,212875
10/19,Coelho Neto,2,42956
10/19,Acari/Fazenda Botafogo,2,149916
10/19,Engenheiro Rubens Paiva,2,231725
10/19,Pavuna,2,1164722
10/19,Nossa Senhora da Paz,4,489237
10/19,Jardim de Alah,4,40035
10/19,Antero de Quental,4,556347
10/19,Sao Conrado,4,37663
10/19,Jardim Oceânico,4,1614587
11/19,Uruguai,1,586033
11/19,Saens Peña,1,649262
11/19,Sao Francisco Xavier,1,23095
11/19,Afonso Pena,1,262669
11/19,Estacio,1,237433
11/19,Praca Onze,1,178407
11/19,Central,1,1583042
11/19,Presidente Vargas,1,250405
11/19,Uruguaiana,1,1002311
11/19,Carioca,1,1385127
11/19,Cinelândia,1,841513
11/19,Gloria,1,26555
11/19,Catete,1,307776
11/19,Largo do Machado,1,667326
11/19,Flamengo,1,514528
11/19,Botafogo,1,1455423
11/19,Cardeal Arcoverde,1,402764
11/19,Siqueira Campos,1,755111
11/19,Cantagalo,1,385969
11/19,Ipanema / General Osorio,1,49032
11/19,Cidade Nova,2,200129
11/19,Sao Cristovao,2,330799
11/19,Maracana,2,348953
11/19,Triagem,2,155719
11/19,Maria da Graca,2,212378
11/19,Del Castilho,2,60078
11/19,Inhauma,2,159537
11/19,Engenho da Rainha,2,15858
11/19,Tomas Coelho,2,5564
11/19,Vicente de Carvalho,2,394495
11/19,Iraja,2,334415
11/19,Colegio,2,201678
11/19,Coelho Neto,2,395289
11/19,Acari/Fazenda Botafogo,2,139926
11/19,Engenheiro Rubens Paiva,2,212345
11/19,Pavuna,2,1071064
11/19,Nossa Senhora da Paz,4,424023
11/19,Jardim de Alah,4,362931
11/19,Antero de Quental,4,498207
11/19,Sao Conrado,4,351523
11/19,Jardim Oceânico,4,136258
12/19,Uruguai,1,576526
12/19,Saens Peña,1,658561
12/19,Sao Francisco Xavier,1,224888
12/19,Afonso Pena,1,250595
12/19,Estacio,1,233216
12/19,Praca Onze,1,165695
12/19,Central,1,1585782
12/19,Presidente Vargas,1,242561
12/19,Uruguaiana,1,995635
12/19,Carioca,1,1296465
12/19,Cinelândia,1,7734
12/19,Gloria,1,27134
12/19,Catete,1,305113
12/19,Largo do Machado,1,669635
12/19,Flamengo,1,492784
12/19,Botafogo,1,1390474
12/19,Cardeal Arcoverde,1,443395
12/19,Siqueira Campos,1,78078
12/19,Cantagalo,1,39492
12/19,Ipanema / General Osorio,1,578441
12/19,Cidade Nova,2,181888
12/19,Sao Cristovao,2,276375
12/19,Maracana,2,30063
12/19,Triagem,2,157611
12/19,Maria da Graca,2,245288
12/19,Del Castilho,2,628865
12/19,Inhauma,2,153064
12/19,Engenho da Rainha,2,162953
12/19,Tomas Coelho,2,57064
12/19,Vicente de Carvalho,2,392646
12/19,Iraja,2,327989
12/19,Colegio,2,206692
12/19,Coelho Neto,2,410967
12/19,Acari/Fazenda Botafogo,2,14574
12/19,Engenheiro Rubens Paiva,2,216957
12/19,Pavuna,2,1111046
12/19,Nossa Senhora da Paz,4,466309
12/19,Jardim de Alah,4,389888
12/19,Antero de Quental,4,484525
12/19,Sao Conrado,4,370348
12/19,Jardim Oceânico,4,1332482
01/20,Uruguai,1,546629
01/20,Saens Peña,1,621336
01/20,Sao Francisco Xavier,1,212555
01/20,Afonso Pena,1,239606
01/20,Estacio,1,22887
01/20,Praca Onze,1,163831
01/20,Central,1,1538757
01/20,Presidente Vargas,1,248573
01/20,Uruguaiana,1,985618
01/20,Carioca,1,1304731
01/20,Cinelândia,1,810308
01/20,Gloria,1,242021
01/20,Catete,1,289257
01/20,Largo do Machado,1,626817
01/20,Flamengo,1,482627
01/20,Botafogo,1,1357656
01/20,Cardeal Arcoverde,1,445871
01/20,Siqueira Campos,1,809941
01/20,Cantagalo,1,411731
01/20,Ipanema / General Osorio,1,571591
01/20,Cidade Nova,2,187684
01/20,Sao Cristovao,2,242452
01/20,Maracana,2,252959
01/20,Triagem,2,147085
01/20,Maria da Graca,2,200725
01/20,Del Castilho,2,561495
01/20,Inhauma,2,144063
01/20,Engenho da Rainha,2,153854
01/20,Tomas Coelho,2,53936
01/20,Vicente de Carvalho,2,365902
01/20,Iraja,2,313132
01/20,Colegio,2,196519
01/20,Coelho Neto,2,39525
01/20,Acari/Fazenda Botafogo,2,135765
01/20,Engenheiro Rubens Paiva,2,209204
01/20,Pavuna,2,1052418
01/20,Nossa Senhora da Paz,4,453758
01/20,Jardim de Alah,4,37621
01/20,Antero de Quental,4,46086
01/20,Sao Conrado,4,341833
01/20,Jardim Oceânico,4,1333647
02/20,Uruguai,1,559422
02/20,Saens Peña,1,614429
02/20,Sao Francisco Xavier,1,225239
02/20,Afonso Pena,1,25411
02/20,Estacio,1,22448
02/20,Praca Onze,1,211264
02/20,Central,1,1623048
02/20,Presidente Vargas,1,204952
02/20,Uruguaiana,1,944067
02/20,Carioca,1,1337866
02/20,Cinelândia,1,786194
02/20,Gloria,1,327946
02/20,Catete,1,237917
02/20,Largo do Machado,1,720439
02/20,Flamengo,1,512189
02/20,Botafogo,1,1384318
02/20,Cardeal Arcoverde,1,434102
02/20,Siqueira Campos,1,759635
02/20,Cantagalo,1,400078
02/20,Ipanema / General Osorio,1,586271
02/20,Cidade Nova,2,195888
02/20,Sao Cristovao,2,280779
02/20,Maracana,2,315088
02/20,Triagem,2,149942
02/20,Maria da Graca,2,214745
02/20,Del Castilho,2,549938
02/20,Inhauma,2,156421
02/20,Engenho da Rainha,2,149688
02/20,Tomas Coelho,2,52873
02/20,Vicente de Carvalho,2,383355
02/20,Iraja,2,313578
02/20,Colegio,2,199944
02/20,Coelho Neto,2,391087
02/20,Acari/Fazenda Botafogo,2,130174
02/20,Engenheiro Rubens Paiva,2,199683
02/20,Pavuna,2,1017376
02/20,Nossa Senhora da Paz,4,432563
02/20,Jardim de Alah,4,363584
02/20,Antero de Quental,4,490062
02/20,Sao Conrado,4,344265
02/20,Jardim Oceânico,4,135355
03/20,Uruguai,1,368564
03/20,Saens Peña,1,409449
03/20,Sao Francisco Xavier,1,148717
03/20,Afonso Pena,1,162593
03/20,Estacio,1,142999
03/20,Praca Onze,1,12403
03/20,Central,1,1115118
03/20,Presidente Vargas,1,15349
03/20,Uruguaiana,1,621265
03/20,Carioca,1,859774
03/20,Cinelândia,1,52283
03/20,Gloria,1,165437
03/20,Catete,1,19077
03/20,Largo do Machado,1,434904
03/20,Flamengo,1,331147
03/20,Botafogo,1,927389
03/20,Cardeal Arcoverde,1,254945
03/20,Siqueira Campos,1,502899
03/20,Cantagalo,1,252077
03/20,Ipanema / General Osorio,1,314634
03/20,Cidade Nova,2,135557
03/20,Sao Cristovao,2,187096
03/20,Maracana,2,216375
03/20,Triagem,2,112433
03/20,Maria da Graca,2,147113
03/20,Del Castilho,2,360195
03/20,Inhauma,2,112307
03/20,Engenho da Rainha,2,104645
03/20,Tomas Coelho,2,42458
03/20,Vicente de Carvalho,2,26214
03/20,Iraja,2,227661
03/20,Colegio,2,149351
03/20,Coelho Neto,2,293747
03/20,Acari/Fazenda Botafogo,2,98347
03/20,Engenheiro Rubens Paiva,2,152045
03/20,Pavuna,2,775216
03/20,Nossa Senhora da Paz,4,269906
03/20,Jardim de Alah,4,215817
03/20,Antero de Quental,4,293633
03/20,Sao Conrado,4,241395
03/20,Jardim Oceânico,4,83002
04/20,Uruguai,1,81087
04/20,Saens Peña,1,93928
04/20,Sao Francisco Xavier,1,37489
04/20,Afonso Pena,1,35033
04/20,Estacio,1,45957
04/20,Praca Onze,1,31665
04/20,Central,1,355625
04/20,Presidente Vargas,1,22355
04/20,Uruguaiana,1,100227
04/20,Carioca,1,152568
04/20,Cinelândia,1,68192
04/20,Gloria,1,48195
04/20,Catete,1,4795
04/20,Largo do Machado,1,111115
04/20,Flamengo,1,80008
04/20,Botafogo,1,225871
04/20,Cardeal Arcoverde,1,59249
04/20,Siqueira Campos,1,148239
04/20,Cantagalo,1,60253
04/20,Ipanema / General Osorio,1,74067
04/20,Cidade Nova,2,31874
04/20,Sao Cristovao,2,68791
04/20,Maracana,2,57478
04/20,Triagem,2,52742
04/20,Maria da Graca,2,56279
04/20,Del Castilho,2,8906
04/20,Inhauma,2,44109
04/20,Engenho da Rainha,2,45996
04/20,Tomas Coelho,2,17772
04/20,Vicente de Carvalho,2,88525
04/20,Iraja,2,76629
04/20,Colegio,2,59042
04/20,Coelho Neto,2,131624
04/20,Acari/Fazenda Botafogo,2,3692
04/20,Engenheiro Rubens Paiva,2,47092
04/20,Pavuna,2,331846
04/20,Nossa Senhora da Paz,4,5616
04/20,Jardim de Alah,4,3892
04/20,Antero de Quental,4,64804
04/20,Sao Conrado,4,88191
04/20,Jardim Oceânico,4,165669
05/20,Uruguai,1,90343
05/20,Saens Peña,1,105016
05/20,Sao Francisco Xavier,1,40958
05/20,Afonso Pena,1,37747
05/20,Estacio,1,51606
05/20,Praca Onze,1,31232
05/20,Central,1,378782
05/20,Presidente Vargas,1,26603
05/20,Uruguaiana,1,123251
05/20,Carioca,1,169952
05/20,Cinelândia,1,71988
05/20,Gloria,1,52872
05/20,Catete,1,53637
05/20,Largo do Machado,1,124803
05/20,Flamengo,1,86793
05/20,Botafogo,1,245724
05/20,Cardeal Arcoverde,1,61687
05/20,Siqueira Campos,1,154308
05/20,Cantagalo,1,64005
05/20,Ipanema / General Osorio,1,77314
05/20,Cidade Nova,2,37333
05/20,Sao Cristovao,2,79134
05/20,Maracana,2,62532
05/20,Triagem,2,576
05/20,Maria da Graca,2,59618
05/20,Del Castilho,2,94967
05/20,Inhauma,2,48385
05/20,Engenho da Rainha,2,50471
05/20,Tomas Coelho,2,15646
05/20,Vicente de Carvalho,2,95987
05/20,Iraja,2,83972
05/20,Colegio,2,63734
05/20,Coelho Neto,2,145072
05/20,Acari/Fazenda Botafogo,2,4136
05/20,Engenheiro Rubens Paiva,2,54406
05/20,Pavuna,2,3793
05/20,Nossa Senhora da Paz,4,60089
05/20,Jardim de Alah,4,41878
05/20,Antero de Quental,4,74215
05/20,Sao Conrado,4,95239
05/20,Jardim Oceânico,4,183011
06/20,Uruguai,1,11654
06/20,Saens Peña,1,153723
06/20,Sao Francisco Xavier,1,52882
06/20,Afonso Pena,1,51316
06/20,Estacio,1,65061
06/20,Praca Onze,1,41072
06/20,Central,1,507426
06/20,Presidente Vargas,1,45138
06/20,Uruguaiana,1,213488
06/20,Carioca,1,227199
06/20,Cinelândia,1,108241
06/20,Gloria,1,69553
06/20,Catete,1,72028
06/20,Largo do Machado,1,159738
06/20,Flamengo,1,108849
06/20,Botafogo,1,316419
06/20,Cardeal Arcoverde,1,80678
06/20,Siqueira Campos,1,204445
06/20,Cantagalo,1,83517
06/20,Ipanema / General Osorio,1,103904
06/20,Cidade Nova,2,53838
06/20,Sao Cristovao,2,93736
06/20,Maracana,2,73139
06/20,Triagem,2,67338
06/20,Maria da Graca,2,75042
06/20,Del Castilho,2,143434
06/20,Inhauma,2,6245
06/20,Engenho da Rainha,2,6692
06/20,Tomas Coelho,2,2633
06/20,Vicente de Carvalho,2,119662
06/20,Iraja,2,107443
06/20,Colegio,2,77395
06/20,Coelho Neto,2,173335
06/20,Acari/Fazenda Botafogo,2,57525
06/20,Engenheiro Rubens Paiva,2,77984
06/20,Pavuna,2,443566
06/20,Nossa Senhora da Paz,4,8698
06/20,Jardim de Alah,4,68875
06/20,Antero de Quental,4,95508
06/20,Sao Conrado,4,120204
06/20,Jardim Oceânico,4,244404
07/20,Uruguai,1,162029
07/20,Saens Peña,1,229309
07/20,Sao Francisco Xavier,1,73181
07/20,Afonso Pena,1,70212
07/20,Estacio,1,86135
07/20,Praca Onze,1,55254
07/20,Central,1,718678
07/20,Presidente Vargas,1,74815
07/20,Uruguaiana,1,355009
07/20,Carioca,1,355126
07/20,Cinelândia,1,17569
07/20,Gloria,1,95918
07/20,Catete,1,104218
07/20,Largo do Machado,1,225475
07/20,Flamengo,1,152631
07/20,Botafogo,1,443509
07/20,Cardeal Arcoverde,1,118035
07/20,Siqueira Campos,1,292928
07/20,Cantagalo,1,12311
07/20,Ipanema / General Osorio,1,152356
07/20,Cidade Nova,2,79905
07/20,Sao Cristovao,2,118537
07/20,Maracana,2,94149
07/20,Triagem,2,86315
07/20,Maria da Graca,2,101209
07/20,Del Castilho,2,219727
07/20,Inhauma,2,83927
07/20,Engenho da Rainha,2,85517
07/20,Tomas Coelho,2,34013
07/20,Vicente de Carvalho,2,162743
07/20,Iraja,2,148101
07/20,Colegio,2,104918
07/20,Coelho Neto,2,225664
07/20,Acari/Fazenda Botafogo,2,792
07/20,Engenheiro Rubens Paiva,2,114106
07/20,Pavuna,2,595335
07/20,Nossa Senhora da Paz,4,140048
07/20,Jardim de Alah,4,113254
07/20,Antero de Quental,4,141059
07/20,Sao Conrado,4,169289
07/20,Jardim Oceânico,4,361237
08/20,Uruguai,1,18222
08/20,Saens Peña,1,261463
08/20,Sao Francisco Xavier,1,83779
08/20,Afonso Pena,1,84765
08/20,Estacio,1,92797
08/20,Praca Onze,1,60365
08/20,Central,1,789897
08/20,Presidente Vargas,1,8302
08/20,Uruguaiana,1,400132
08/20,Carioca,1,401477
08/20,Cinelândia,1,20591
08/20,Gloria,1,105359
08/20,Catete,1,119244
08/20,Largo do Machado,1,255782
08/20,Flamengo,1,164287
08/20,Botafogo,1,491283
08/20,Cardeal Arcoverde,1,141921
08/20,Siqueira Campos,1,324175
08/20,Cantagalo,1,140788
08/20,Ipanema / General Osorio,1,181709
08/20,Cidade Nova,2,84715
08/20,Sao Cristovao,2,130542
08/20,Maracana,2,9878
08/20,Triagem,2,93951
08/20,Maria da Graca,2,109532
08/20,Del Castilho,2,258199
08/20,Inhauma,2,91607
08/20,Engenho da Rainha,2,92268
08/20,Tomas Coelho,2,36652
08/20,Vicente de Carvalho,2,178382
08/20,Iraja,2,162937
08/20,Colegio,2,113912
08/20,Coelho Neto,2,240516
08/20,Acari/Fazenda Botafogo,2,86777
08/20,Engenheiro Rubens Paiva,2,126128
08/20,Pavuna,2,644899
08/20,Nossa Senhora da Paz,4,163079
08/20,Jardim de Alah,4,132996
08/20,Antero de Quental,4,16152
08/20,Sao Conrado,4,182503
08/20,Jardim Oceânico,4,418871
09/20,Uruguai,1,200275
09/20,Saens Peña,1,28067
09/20,Sao Francisco Xavier,1,89013
09/20,Afonso Pena,1,91916
09/20,Estacio,1,96284
09/20,Praca Onze,1,63378
09/20,Central,1,858924
09/20,Presidente Vargas,1,89275
09/20,Uruguaiana,1,42653
09/20,Carioca,1,432586
09/20,Cinelândia,1,232767
09/20,Gloria,1,115028
09/20,Catete,1,127888
09/20,Largo do Machado,1,277405
09/20,Flamengo,1,182881
09/20,Botafogo,1,532956
09/20,Cardeal Arcoverde,1,174342
09/20,Siqueira Campos,1,348779
09/20,Cantagalo,1,156246
09/20,Ipanema / General Osorio,1,241633
09/20,Cidade Nova,2,90353
09/20,Sao Cristovao,2,140915
09/20,Maracana,2,106511
09/20,Triagem,2,100277
09/20,Maria da Graca,2,118177
09/20,Del Castilho,2,273215
09/20,Inhauma,2,98785
09/20,Engenho da Rainha,2,97721
09/20,Tomas Coelho,2,38521
09/20,Vicente de Carvalho,2,189939
09/20,Iraja,2,173354
09/20,Colegio,2,122307
09/20,Coelho Neto,2,256837
09/20,Acari/Fazenda Botafogo,2,90449
09/20,Engenheiro Rubens Paiva,2,132991
09/20,Pavuna,2,69526
09/20,Nossa Senhora da Paz,4,190085
09/20,Jardim de Alah,4,145963
09/20,Antero de Quental,4,180002
09/20,Sao Conrado,4,186861
09/20,Jardim Oceânico,4,46402
10/20,Uruguai,1,225068
10/20,Saens Peña,1,305562
10/20,Sao Francisco Xavier,1,96471
10/20,Afonso Pena,1,100121
10/20,Estacio,1,103615
10/20,Praca Onze,1,69609
10/20,Central,1,894992
10/20,Presidente Vargas,1,95566
10/20,Uruguaiana,1,457527
10/20,Carioca,1,461428
10/20,Cinelândia,1,251081
10/20,Gloria,1,126294
10/20,Catete,1,138116
10/20,Largo do Machado,1,29764
10/20,Flamengo,1,196561
10/20,Botafogo,1,589357
10/20,Cardeal Arcoverde,1,176666
10/20,Siqueira Campos,1,372184
10/20,Cantagalo,1,171161
10/20,Ipanema / General Osorio,1,219468
10/20,Cidade Nova,2,95177
10/20,Sao Cristovao,2,148927
10/20,Maracana,2,110797
10/20,Triagem,2,105385
10/20,Maria da Graca,2,122426
10/20,Del Castilho,2,300755
10/20,Inhauma,2,100758
10/20,Engenho da Rainha,2,102664
10/20,Tomas Coelho,2,3995
10/20,Vicente de Carvalho,2,201032
10/20,Iraja,2,180977
10/20,Colegio,2,127049
10/20,Coelho Neto,2,272955
10/20,Acari/Fazenda Botafogo,2,95464
10/20,Engenheiro Rubens Paiva,2,142637
10/20,Pavuna,2,725515
10/20,Nossa Senhora da Paz,4,204073
10/20,Jardim de Alah,4,1569
10/20,Antero de Quental,4,196157
10/20,Sao Conrado,4,206161
10/20,Jardim Oceânico,4,509572
11/20,Uruguai,1,221545
11/20,Saens Peña,1,298111
11/20,Sao Francisco Xavier,1,94824
11/20,Afonso Pena,1,98184
11/20,Estacio,1,103835
11/20,Praca Onze,1,68668
11/20,Central,1,863989
11/20,Presidente Vargas,1,93516
11/20,Uruguaiana,1,444126
11/20,Carioca,1,441077
11/20,Cinelândia,1,252937
11/20,Gloria,1,125528
11/20,Catete,1,136545
11/20,Largo do Machado,1,296806
11/20,Flamengo,1,197499
11/20,Botafogo,1,57674
11/20,Cardeal Arcoverde,1,182374
11/20,Siqueira Campos,1,363279
11/20,Cantagalo,1,170436
11/20,Ipanema / General Osorio,1,226497
11/20,Cidade Nova,2,90079
11/20,Sao Cristovao,2,140952
11/20,Maracana,2,106848
11/20,Triagem,2,102427
11/20,Maria da Graca,2,119671
11/20,Del Castilho,2,298897
11/20,Inhauma,2,99728
11/20,Engenho da Rainha,2,97979
11/20,Tomas Coelho,2,3871
11/20,Vicente de Carvalho,2,196662
11/20,Iraja,2,177544
11/20,Colegio,2,124106
11/20,Coelho Neto,2,265169
11/20,Acari/Fazenda Botafogo,2,93096
11/20,Engenheiro Rubens Paiva,2,138345
11/20,Pavuna,2,717521
11/20,Nossa Senhora da Paz,4,205383
11/20,Jardim de Alah,4,158487
11/20,Antero de Quental,4,200066
11/20,Sao Conrado,4,205794
11/20,Jardim Oceânico,4,50691
12/20,Uruguai,1,219985
12/20,Saens Peña,1,30142
12/20,Sao Francisco Xavier,1,92381
12/20,Afonso Pena,1,96047
12/20,Estacio,1,104122
12/20,Praca Onze,1,69207
12/20,Central,1,888948
12/20,Presidente Vargas,1,97054
12/20,Uruguaiana,1,465395
12/20,Carioca,1,418729
12/20,Cinelândia,1,235292
12/20,Gloria,1,126055
12/20,Catete,1,137775
12/20,Largo do Machado,1,296536
12/20,Flamengo,1,196183
12/20,Botafogo,1,574104
12/20,Cardeal Arcoverde,1,181752
12/20,Siqueira Campos,1,372194
12/20,Cantagalo,1,169417
12/20,Ipanema / General Osorio,1,22105
12/20,Cidade Nova,2,93831
12/20,Sao Cristovao,2,141904
12/20,Maracana,2,107684
12/20,Triagem,2,104249
12/20,Maria da Graca,2,12155
12/20,Del Castilho,2,32918
12/20,Inhauma,2,102423
12/20,Engenho da Rainha,2,88406
12/20,Tomas Coelho,2,39821
12/20,Vicente de Carvalho,2,198617
12/20,Iraja,2,178187
12/20,Colegio,2,130189
12/20,Coelho Neto,2,272976
12/20,Acari/Fazenda Botafogo,2,95856
12/20,Engenheiro Rubens Paiva,2,144698
12/20,Pavuna,2,732907
12/20,Nossa Senhora da Paz,4,211026
12/20,Jardim de Alah,4,169648
12/20,Antero de Quental,4,205713
12/20,Sao Conrado,4,223221
12/20,Jardim Oceânico,4,506188
01/21,Uruguai,1,546629
01/21,Saens Peña,1,621336
01/21,Sao Francisco Xavier,1,212555
01/21,Afonso Pena,1,239606
01/21,Estacio,1,22887
01/21,Praca Onze,1,163831
01/21,Central,1,1538757
01/21,Presidente Vargas,1,248573
01/21,Uruguaiana,1,985618
01/21,Carioca,1,1304731
01/21,Cinelândia,1,810308
01/21,Gloria,1,242021
01/21,Catete,1,289257
01/21,Largo do Machado,1,626817
01/21,Flamengo,1,482627
01/21,Botafogo,1,1357656
01/21,Cardeal Arcoverde,1,445871
01/21,Siqueira Campos,1,809941
01/21,Cantagalo,1,411731
01/21,Ipanema / General Osorio,1,571591
01/21,Cidade Nova,2,187684
01/21,Sao Cristovao,2,242452
01/21,Maracana,2,252959
01/21,Triagem,2,147085
01/21,Maria da Graca,2,200725
01/21,Del Castilho,2,561495
01/21,Inhauma,2,144063
01/21,Engenho da Rainha,2,153854
01/21,Tomas Coelho,2,53936
01/21,Vicente de Carvalho,2,365902
01/21,Iraja,2,313132
01/21,Colegio,2,196519
01/21,Coelho Neto,2,39525
01/21,Acari/Fazenda Botafogo,2,135765
01/21,Engenheiro Rubens Paiva,2,209204
01/21,Pavuna,2,1052418
01/21,Nossa Senhora da Paz,4,453758
01/21,Jardim de Alah,4,37621
01/21,Antero de Quental,4,46086
01/21,Sao Conrado,4,341833
01/21,Jardim Oceânico,4,1333647
02/21,Uruguai,1,559422
02/21,Saens Peña,1,614429
02/21,Sao Francisco Xavier,1,225239
02/21,Afonso Pena,1,25411
02/21,Estacio,1,22448
02/21,Praca Onze,1,211264
02/21,Central,1,1623048
02/21,Presidente Vargas,1,204952
02/21,Uruguaiana,1,944067
02/21,Carioca,1,1337866
02/21,Cinelândia,1,786194
02/21,Gloria,1,327946
02/21,Catete,1,237917
02/21,Largo do Machado,1,720439
02/21,Flamengo,1,512189
02/21,Botafogo,1,1384318
02/21,Cardeal Arcoverde,1,434102
02/21,Siqueira Campos,1,759635
02/21,Cantagalo,1,400078
02/21,Ipanema / General Osorio,1,586271
02/21,Cidade Nova,2,195888
02/21,Sao Cristovao,2,280779
02/21,Maracana,2,315088
02/21,Triagem,2,149942
02/21,Maria da Graca,2,214745
02/21,Del Castilho,2,549938
02/21,Inhauma,2,156421
02/21,Engenho da Rainha,2,149688
02/21,Tomas Coelho,2,52873
02/21,Vicente de Carvalho,2,383355
02/21,Iraja,2,313578
02/21,Colegio,2,199944
02/21,Coelho Neto,2,391087
02/21,Acari/Fazenda Botafogo,2,130174
02/21,Engenheiro Rubens Paiva,2,199683
02/21,Pavuna,2,1017376
02/21,Nossa Senhora da Paz,4,432563
